text,is_rumor,user.handle,created
@juliancamarena I can't wait to see it go get it tiger,0,kaytenor,1413993095000.0
@juliancamarena @StellaBrenton,0,yohegui,1413994602000.0
@juliancamarena PLEASE FOLLOW ME:IM NOT A HUGE FAN BUT U SO CUTE♡...plz follow..,0,farieda_73897,1413999212000.0
@juliancamarena.verygood..kkk,0,lucimar1234567,1414000578000.0
@juliancamarena @NataliaWhitsonf,0,77d1dc8feafb48b,1414001126000.0
@juliancamarena ok,0,a2b87a387039404,1414002354000.0
@juliancamarena @Faithgrubbs01 hi faith,0,KayleeVillegas,1414004055000.0
"KEY: Nothing in Wilson's story in new autopsy says he feared for his life or life of another, which is only legal justification for shooting",0,LisaBloom,1413986766000.0
@LisaBloom it doesn't even say why Brown was stopped,0,Darkarm66,1413986849000.0
"@LisaBloom Not only that, explain how a holstered side arm is fought for when the person w the gun is seated in a car, an SUV at that??",0,aseaborne,1413986957000.0
@LisaBloom @rolandsmartin oh please.,0,GibsonRadio,1413987009000.0
@LisaBloom @rolandsmartin yet it does not matter Brown chose to assault a  store owner and steal cigars on camera in the first place right?,0,pamnsc,1413987085000.0
@LisaBloom Thanks for your clear description of the police report leaks &amp; the law.  Your thoughts focus on the original argument.#fear4life,0,palsop1,1413987210000.0
@LisaBloom He had his eye socket punched out and much bigger guy reaching for his gun. Don't be intentionally moronic.,0,HokieMBA00,1413987258000.0
"Autopsies don't cover mental state, genius. MT @LisaBloom KEY: Nothing in Wilson's story in new autopsy says he feared for his life....",0,IloiloKano,1413987308000.0
@Darkarm66 @LisaBloom He was stopped originally because he and his buddy were standing in the middle of a busy street impeding traffic.,0,skzdalimit,1413987318000.0
@LisaBloom @rolandsmartin #hashtag !also while you are at it did the autopsy show that brown complied with the officer and that there were,0,ChMytyme2,1413987330000.0
.@LisaBloom You're clearly one of the reasons the dumb blond stereotype continues to be perpetuated.,0,IloiloKano,1413987430000.0
"@GibsonRadio @LisaBloom I'm on vacation, John. But book Lisa on the show. Would make for a great dialogue and great radio!",0,rolandsmartin,1413987442000.0
@LisaBloom @rolandsmartin no altercation between the two with another person at the scene did the autopsy show that?,0,ChMytyme2,1413987515000.0
@LisaBloom great job on The Stephanie Miller Show! Keep spitting that truth!,0,Double_ECP,1413987532000.0
@rolandsmartin @GibsonRadio Contact me here: http://t.co/FJQlVZZ5KZ,0,LisaBloom,1413987669000.0
@rolandsmartin @GibsonRadio Roland you're not allowed to go on vacation! :),0,LisaBloom,1413987686000.0
@LisaBloom @rolandsmartin Nothing in the Autopsy say that Michael Brown feared for the life either.,0,jacobmathews,1413987804000.0
@LisaBloom @rolandsmartin sounds like team wilson is hoping to fit the report with the findings in the autopsy. sounds pretty corrupt to me,0,SnookBaker64,1413987836000.0
@rolandsmartin @LisaBloom roland thanks. lisa stand by for call.,0,GibsonRadio,1413987938000.0
@LisaBloom wld u not be in fear if a giant black dude was trying to kill u?,0,slickmo1,1413988073000.0
"@pamnsc @LisaBloom @rolandsmartin Oh well, that is grounds to kill someone.Wonder why James Holmes still alive after killing 12 people then?",0,tonytl69,1413988299000.0
@HokieMBA00 @LisaBloom Get informed clown. The eye socket lie has been disproved. Google it and watch something other than FoxNews.,0,tonytl69,1413988398000.0
"@tonytl69 @LisaBloom Even if that never happened, a struggle for his gun validates the shooting completely. Clown.",0,HokieMBA00,1413988666000.0
@HokieMBA00 @LisaBloom Not when the perpetrator is 20 ft away an running....... oh clown,0,tonytl69,1413988775000.0
@tonytl69 @LisaBloom You're too dumb for words.,0,HokieMBA00,1413988880000.0
@HokieMBA00 @LisaBloom So are your parents,0,tonytl69,1413988906000.0
@HokieMBA00 @LisaBloom There is no if for Bloom. She along with the rest of the mob mentality crowd said this.......,0,jaketabber82,1413998923000.0
"@HokieMBA00 @LisaBloom ""Racist white officer shot black teen in back to brighten his day"". Original narrative for Lisa. Now she says ..but",0,jaketabber82,1413999003000.0
@HokieMBA00 @LisaBloom Even if there was a struggle...no if...no but....Wilson shot teen for no reason. Remember Lisa?,0,jaketabber82,1413999063000.0
@pamnsc @LisaBloom @rolandsmartin Wilson stop them for walking in the street he did not know at that moment Brown was at store still does,0,qianakee,1414003736000.0
@pamnsc @LisaBloom @rolandsmartin not justify him being killed,0,qianakee,1414003759000.0
@HokieMBA00 @LisaBloom not true,0,qianakee,1414003774000.0
Ottawa police confirm a shooting at Canada's National War Memorial - @CBCOttawa http://t.co/JbjNKv3eGa,0,BreakingNews,1413986836000.0
“@BreakingNews: Ottawa police confirm a shooting at Canada's National War Memorial - @CBCOttawa http://t.co/XckFIdqMQD”,0,GoWithItJam,1413986858000.0
“@BreakingNews: Ottawa police confirm a shooting at Canada's National War Memorial - @CBCOttawa http://t.co/lNVYgQ3uvJ” ironic,0,bradxperez,1413986870000.0
"@BreakingNews they told me Canada has ""very polite"" people....",0,DlSCORD,1413986889000.0
"“@BreakingNews: Ottawa police confirm a shooting at Canada's National War Memorial"" 

This is disgusting.",0,SLarizza,1413987007000.0
@BreakingNews @CBCOttawa,0,nwrburbidge,1414188325000.0
#BREAKING: Shooting reported at the War Memorial in Ottawa,0,CTVNews,1413986844000.0
@CTVNews omg! no! this is too close to home!,0,JulieRussett,1413987081000.0
"@CTVNews as if your refuring to the ""officers of the law"" as COPS. Professionnel reporters here lol only in Canada.",0,mercedes8118,1413987304000.0
"#BREAKINGNEWS: Update - One person shot at War Memorial in Ottawa, police say http://t.co/chbTWxVN0q http://t.co/twKD3QCyTt",0,TorontoStar,1413986900000.0
"RT @TorontoStar: #BREAKINGNEWS Update - One person shot at War Memorial in Ottawa, police say http://t.co/MwzrktYrua",0,AlbumsandAles,1413987074000.0
@TorontoStar Arrest these Islamist monsters BEFORE they commit more atrocities against the people of Canada!,0,ivoirien_com,1413987198000.0
"@TorontoStar Islamists should be thrown out of a plane, returned to ISIS-Land in that fashion.  Don't sit by and wait for them to act!",0,ivoirien_com,1413987228000.0
"@TorontoStar Get real, folks!!!  You will either stand up and fight for your nation, or the ISIS rapists will cow you into submission!",0,ivoirien_com,1413987284000.0
The scene at the War Memorial in Ottawa http://t.co/wZoQFDtZAo http://t.co/crY3JEx5sI,0,nationalpost,1413986990000.0
Pull together for fallen soldier “@nationalpost: The scene at the War Memorial in Ottawa http://t.co/HioCUgnfQy http://t.co/Oda7LAKgrS”,0,PlanetRider,1413987266000.0
@nationalpost Praying for you!,0,TaylorCtaylor67,1413987303000.0
@nationalpost Awesome tweet!,0,lupton238,1413988111000.0
@nationalpost it is time to round up the extremist traitors and intern them and their supporters.,0,MarkSabada,1413988326000.0
@nationalpost FUCK,0,BoynDean,1413988510000.0
"@nationalpost @micu70 Praying for the soldier, their family and everyone there!! @carnevaleward4",0,Friends_of_MGGP,1413989170000.0
"“@nationalpost: The scene at the War Memorial in Ottawa http://t.co/7x3RctvbUB http://t.co/97VZFzfgsw”what a shame""",0,the4brauns,1413989213000.0
Senseless,0,the4brauns,1413990043000.0
@nationalpost My twitter app shwos Ottawa shotting http://t.co/VlcPC99uBJ,0,rober1236Jua,1413990236000.0
@nationalpost @MsMelanie That photo deserves the front page!,0,jvfconsulting,1413990798000.0
@nationalpost @chrissymfae Very Very sad indeed.,0,armchairride,1414013427000.0
"Ottawa police tactical officers are here and very kindly pointed their guns at every reporter, ordering hands in the air and us to ground",0,josh_wingrove,1413987211000.0
@josh_wingrove nothing wrong with that when there is a shooter on the loose pal,0,SwammyN,1413987265000.0
"@josh_wingrove Are they pointing their guns at EVERYONE, or just reporters? Not a comforting thing, but different if it's just reporters.",0,querenciazine,1413987288000.0
"@josh_wingrove @globeandmail 

A reporter is not anything more than a civilian with a microphone.

Stop playing the victim.

Do your job.",0,Krommsan,1413987360000.0
@josh_wingrove @michaelhayes Probably because they don't know who you are. Get some perspective.,0,earlofbob,1413987361000.0
@josh_wingrove @MurphysLaw74 What a smug twit this guy is.,0,BCam815,1413987387000.0
"@josh_wingrove Taking no chances. Unfortunate, but necessary.",0,marklearns,1413987411000.0
@josh_wingrove @kathryn821 every chance they get to fuck with the media. They do.,0,brewnoser,1413987426000.0
@josh_wingrove @nlbloodsport What the fuck do you expect?,0,IAmDickie709,1413987472000.0
"“@josh_wingrove: tactical officers very kindly pointed their guns at every reporter, ordering hands in the air and us to ground” be safe!!",0,AllisonSalz,1413987537000.0
@josh_wingrove Save the sarcasm and report the facts.,0,chrisgailus,1413987607000.0
"And you are tweeting. I am sure you are in grave danger, and feel humiliated. GROW. THE. FUCK. UP! @josh_wingrove`",0,malasqalani,1413987608000.0
@BCam815 @josh_wingrove Huh?,0,MurphysLaw74,1413987676000.0
@SwammyN @josh_wingrove yes there is.,0,BuucketHe4d,1413987805000.0
@BuucketHe4d @josh_wingrove I disagree. Do whatever it takes to find the shooter.,0,SwammyN,1413987935000.0
@MurphysLaw74 Not you Jimmy.,0,BCam815,1413988062000.0
"@SwammyN @josh_wingrove Kill them all, God will know his own.",0,BuucketHe4d,1413988105000.0
@BuucketHe4d @josh_wingrove  LOL. Or not.....,0,SwammyN,1413988142000.0
@josh_wingrove @mattgurney Are you actually complaining and attempting to be wry when a soldier has been shot?,0,MilkeMark,1413988157000.0
@josh_wingrove Enjoying Ferguson North? @babiak,0,pete_dushenski,1413988164000.0
@SwammyN @josh_wingrove Is it okay for police to kill the shooter?,0,BuucketHe4d,1413988245000.0
@BuucketHe4d @josh_wingrove  he's dead anyway. Doesn't matter now.,0,SwammyN,1413988292000.0
@BCam815 OK. Only twits are ones who will try and pretend this isn't terrorism! Wake up!,0,MurphysLaw74,1413988350000.0
"@SwammyN @josh_wingrove Again, we disagree. Alas... Tis the Internet.",0,BuucketHe4d,1413988583000.0
Police with guns drawn at seen of war memorial shooting. @ctvottawa http://t.co/QP3k6mqqH9,0,JohnHuaCTV,1413987252000.0
@JohnHuaCTV stay safe John.,0,brucemp,1413987435000.0
@JohnHuaCTV @MAJIC100Ottawa @ctvottawa How very scary and sad...my prayers go out to everyone affected.,0,suzle5,1413987934000.0
@JohnHuaCTV @ctvottawa  what has become of our gentle canada? So sad.,0,Truckbabe454,1413988124000.0
"@JohnHuaCTV ""at scene""",0,marklearns,1413988604000.0
@JohnHuaCTV @TSNBobMcKenzie @ctvottawa Please tell me the Police took care of him/her with an empty magazine in return fire!!!,0,Neiler_1,1413988726000.0
@JohnHuaCTV unmarked FJ pulling up...@BrandonTWebb arrived on target to take the shooter OUT,0,davne,1413989097000.0
@JohnHuaCTV @Romezzzz8 posting pictures of their location probably isn't the best idea,0,j_casey_d,1413994362000.0
Canine unit running to Parliament Hill http://t.co/jaEeh0JIpc,0,ShirleeEngel,1413987512000.0
@ShirleeEngel @PeterMeiszner Notice the guy in the back who's just tweeting? I'd be freaking the eff out!,0,Sonia_Sidhu,1413987667000.0
“@ShirleeEngel: Canine unit running to Parliament Hill http://t.co/nu4F3zgV1n” not in Canada!  What's going on???,0,diggerpei,1413987706000.0
Shooting outside of war memorial in Ottawa the scene: RT @ShirleeEngel: Canine unit running to Parliament Hill http://t.co/K1GCsPaUQE,0,aartipole,1413987764000.0
"While random man in suit updates twitter? ""@ShirleeEngel: Canine unit running to Parliament Hill http://t.co/jGLXR8I8qy”",0,McCully,1413987788000.0
@ShirleeEngel @AnthonyFarnell I doubt posting officers approach is safe for them.,0,TeresaGG,1413987879000.0
Beautiful shepherd. Looks like a clone of my dog. @ShirleeEngel,0,TedKelly45,1413989183000.0
@ShirleeEngel you got the best tweets,0,glunt987,1414001240000.0
"Parliament shooting a very active situation still at the moment. They are searching the building, presumably for a suspect or suspects.",0,josh_wingrove,1413987517000.0
@josh_wingrove Stay safe!,0,habcat,1413987595000.0
Stay safe Josh! Scary scene... RT @josh_wingrove Parliament shooting a very active situation at the moment. They are searching the building,0,MonikaPlatek,1413987637000.0
"@josh_wingrove Be safe, Josh!",0,barrywood,1413987685000.0
"#AttackInOttawa
@josh_wingrove: Parliament shooting 
active situation still at the moment
searching the building, presumably4 suspect(s)",0,ottawafamtree,1413987736000.0
"@josh_wingrove @KMagi 

Stay well There Josh",0,1Cool,1413987782000.0
@josh_wingrove thanks for tweeting the awful news.Very sad to hear that our beautiful country is being targeted.,0,LKokline,1413987785000.0
@josh_wingrove so they didn't get the guy?,0,UMPIBikerMaMa,1413987838000.0
@josh_wingrove what of the library shooting? Anymore information there? Awful situation,0,MTJenner,1413987890000.0
"“@josh_wingrove: Parliament shooting a very active situation still at the moment. Searching building, presumably for a suspect or suspects.”",0,megansarrazin,1413988207000.0
MT @josh_wingrove: Canadian Parliament shooting a very active situation still at the moment. @wdet,0,jvdet,1413988333000.0
@josh_wingrove Isis?,0,megan8611,1413988537000.0
@josh_wingrove,0,kenbridgman66,1413988968000.0
@josh_wingrove @elizabeth_tice I believe one of the shooters has been detained/deceased,0,btimtsang,1413989004000.0
@josh_wingrove,0,JohnWel42827288,1413989231000.0
"@josh_wingrove 
the nature of tyranny:
http://t.co/UgLnCbTEYD",0,bob682,1413989373000.0
@josh_wingrove do u think isis is targeting canada?,0,rbeckenridge,1413990489000.0
@josh_wingrove holy crap!!,0,raygrey87,1413991055000.0
.@pmharper is safe and has left Parliament Hill.,0,J_MacDonald_PC,1413987615000.0
"@J_MacDonald_PC @AGMacDougall @pmharper 

For good I hope.",0,1Cool,1413987696000.0
RT @J_MacDonald_PC: .@pmharper is safe and has left Parliament Hill.”,0,GoaliesNHL,1413987732000.0
@J_MacDonald_PC @pdonelson @pmharper -- What is happening @pdonelson! This is freaking crazy!!!,0,Jamiebfoster,1413987751000.0
RT @J_MacDonald_PC: .@pmharper is safe and has left Parliament Hill.,0,jaysols,1413987752000.0
From Harper's director of comms RT @J_MacDonald_PC: .@pmharper is safe and has left Parliament Hill.,0,mikelecouteur,1413987754000.0
@1Cool @J_MacDonald_PC @AGMacDougall @pmharper the fuck is wrong with you? Go to hell,0,77_olli,1413987768000.0
@J_MacDonald_PC NO OFFENCE BUT THIS IS HOW WE FIND OUT HOW OUR LEADER IS RE THE STATUS OF @pmharper,0,BethsTweetsHere,1413987805000.0
Active gunman at Parliament “@J_MacDonald_PC: .@pmharper is safe and has left Parliament Hill.” @cnnbrk,0,perrymatt,1413987807000.0
"So everyone can see what anonymous idiocy looks like: “@1Cool: @J_MacDonald_PC @AGMacDougall @pmharper 

For good I hope.”",0,AGMacDougall,1413987828000.0
"@AGMacDougall @J_MacDonald_PC @pmharper 

Back to you",0,1Cool,1413987897000.0
"@mikelecouteur @GlobalNational @J_MacDonald_PC @pmharper So, our ""fearless leader"" is running like a scared rabbit?",0,GYFHAS,1413987962000.0
@J_MacDonald_PC @CochraneCBCNL @pmharper Blame this on numbnuts Harper. He's  well protected but not public. IDIOT,0,DERRICKEWALSH,1413988016000.0
@AGMacDougall @nspector4 @1Cool @J_MacDonald_PC @pmharper seriously? I'm no fan but this is NOT the time. #scaredshitless,0,jgordonyoung,1413988030000.0
